year,ring,couple_id,nest_id,population,observer,sex,morph,age,color_score,color_score_trans,color_score_trans_ord,color_score_median,color_score_median_trans,color_score_median_trans_ord,laying_date,brood_size,winter_snow_depth_mean,winter_snow_days_n,winter_temp_air_mean,winter_temp_air_CV,breed_snow_depth_mean,breed_snow_days_n,breed_temp_air_mean,breed_temp_air_CV
1999,392,242,24,b,b,male,brown,9,,,,13,4,4,-1,2,18.59,133,-2.36,0.31,13.33,9,6.23,0.6
1999,404,166,245,a,a,female,gray,4,6,3,3,7,2,4,3,4,18.59,133,-2.36,0.31,8.2,5,6.89,0.58
1999,408,169,111,a,a,female,gray,2,7,2,4,7,2,4,10,4,18.59,133,-2.36,0.31,0,0,8.18,0.49
1999,409,170,187,a,a,female,gray,2,7,2,4,8,1,5,9,2,18.59,133,-2.36,0.31,0,0,8,0.5
1999,410,169,111,a,a,male,brown,3,13,4,4,13,4,4,10,4,18.59,133,-2.36,0.31,0,0,8.18,0.49
1999,411,219,296,a,a,male,brown,2,13,4,4,13,4,4,15,4,18.59,133,-2.36,0.31,0,0,9.28,0.48
1999,412,189,164,a,a,male,gray,2,7,2,4,7,2,4,18,3,18.59,133,-2.36,0.31,0,0,10.04,0.48
1999,413,170,187,a,a,male,gray,2,6,3,3,6,3,3,9,2,18.59,133,-2.36,0.31,0,0,8,0.5
1999,428,240,99,b,b,male,gray,6,,,,4,5,1,-2,3,18.59,133,-2.36,0.31,14.7,10,6.02,0.61
1999,429,179,290,a,a,female,gray,6,6,3,3,6,3,3,-3,3,18.59,133,-2.36,0.31,16.09,11,5.89,0.62
1999,436,247,328,b,b,male,gray,5,,,,4,5,1,8,4,18.59,133,-2.36,0.31,0,0,7.83,0.5
1999,440,186,282,a,a,female,brown,6,12,3,3,11,2,2,-2,2,18.59,133,-2.36,0.31,14.7,10,6.02,0.61
1999,444,125,51,a,a,male,brown,6,12,3,3,12,3,3,4,4,18.59,133,-2.36,0.31,7.25,4,7.04,0.57
1999,445,189,164,a,a,female,gray,6,7,2,4,8,1,5,18,3,18.59,133,-2.36,0.31,0,0,10.04,0.48
1999,447,107,319,a,a,male,gray,5,6,3,3,6,3,3,6,4,18.59,133,-2.36,0.31,5.5,2,7.4,0.53
1999,448,93,159,a,a,male,brown,5,12,3,3,12,3,3,0,3,18.59,133,-2.36,0.31,11.88,8,6.39,0.6
1999,450,207,212,a,a,male,gray,5,6,3,3,6,3,3,1,3,18.59,133,-2.36,0.31,10.57,7,6.52,0.59
1999,451,197,62,a,a,female,gray,3,6,3,3,6,3,3,2,4,18.59,133,-2.36,0.31,9.33,6,6.72,0.59
1999,453,218,91,a,a,male,brown,3,13,4,4,13,4,4,12,4,18.59,133,-2.36,0.31,0,0,8.55,0.5
1999,454,200,74,a,a,female,gray,5,7,2,4,7,2,4,3,5,18.59,133,-2.36,0.31,8.2,5,6.89,0.58
1999,455,205,198,a,a,female,gray,3,8,1,5,8,1,5,11,4,18.59,133,-2.36,0.31,0,0,8.33,0.5
1999,459,207,212,a,a,female,gray,3,7,2,4,7,2,4,1,3,18.59,133,-2.36,0.31,10.57,7,6.52,0.59
1999,460,208,236,a,a,female,brown,2,12,3,3,12,3,3,3,4,18.59,133,-2.36,0.31,8.2,5,6.89,0.58
1999,461,197,62,a,a,male,gray,3,6,3,3,6,3,3,2,4,18.59,133,-2.36,0.31,9.33,6,6.72,0.59
1999,462,210,130,a,a,female,brown,3,10,1,1,10,1,1,6,3,18.59,133,-2.36,0.31,5.5,2,7.4,0.53
1999,463,211,322,a,a,female,brown,3,12,3,3,12,3,3,3,3,18.59,133,-2.36,0.31,8.2,5,6.89,0.58
1999,466,217,291,a,a,female,gray,2,8,1,5,8,1,5,6,2,18.59,133,-2.36,0.31,5.5,2,7.4,0.53
1999,467,218,91,a,a,female,gray,2,6,3,3,6,3,3,12,4,18.59,133,-2.36,0.31,0,0,8.55,0.5
1999,468,217,291,a,a,male,gray,3,7,2,4,7,2,4,6,2,18.59,133,-2.36,0.31,5.5,2,7.4,0.53
1999,469,219,296,a,a,female,gray,2,7,2,4,7,2,4,15,4,18.59,133,-2.36,0.31,0,0,9.28,0.48
1999,473,47,213,a,a,male,gray,5,6,3,3,6,3,3,-1,3,18.59,133,-2.36,0.31,13.33,9,6.23,0.6
1999,477,139,222,b,b,male,brown,3,13,4,4,13,4,4,11,3,18.59,133,-2.36,0.31,0,0,8.33,0.5
1999,478,205,198,a,a,male,gray,2,8,1,5,8,1,5,11,4,18.59,133,-2.36,0.31,0,0,8.33,0.5
1999,480,709,231,a,a,male,brown,3,13,4,4,13,4,4,-2,1,18.59,133,-2.36,0.31,14.7,10,6.02,0.61
1999,490,233,170,b,b,female,brown,3,,,,13,4,4,0,3,18.59,133,-2.36,0.31,11.88,8,6.39,0.6
1999,492,236,317,b,b,female,gray,5,,,,4,5,1,7,4,18.59,133,-2.36,0.31,4,1,7.63,0.51
1999,494,210,130,a,a,male,brown,3,13,4,4,13,4,4,6,3,18.59,133,-2.36,0.31,5.5,2,7.4,0.53
1999,498,89,345,b,b,male,gray,4,,,,4,5,1,0,5,18.59,133,-2.36,0.31,11.88,8,6.39,0.6
1999,500,242,24,b,b,female,brown,3,,,,10,1,1,-1,2,18.59,133,-2.36,0.31,13.33,9,6.23,0.6
1999,502,211,322,a,a,male,gray,2,7,2,4,7,2,4,3,3,18.59,133,-2.36,0.31,8.2,5,6.89,0.58
1999,505,247,328,b,b,female,gray,2,8,1,5,8,1,5,8,4,18.59,133,-2.36,0.31,0,0,7.83,0.5
1999,506,249,127,b,b,female,gray,3,4,5,1,4,5,1,7,4,18.59,133,-2.36,0.31,4,1,7.63,0.51
1999,507,250,79,b,b,female,brown,3,12,3,3,12,3,3,,0,18.59,133,-2.36,0.31,0,0,,
2000,164,709,211,a,a,female,gray,11,6,3,3,6,3,3,-7,3,8.12,99,0.06,0.38,2,1,6.7,0.55
2000,172,179,276,a,a,male,gray,16,7,2,4,7,2,4,-10,4,8.12,99,0.06,0.38,1.75,4,6.09,0.57
2000,214,73,65,a,a,male,gray,13,7,2,4,7,2,4,1,3,8.12,99,0.06,0.38,2,1,8.42,0.47
2000,255,47,213,a,a,female,gray,13,6,3,3,6,3,3,-1,1,8.12,99,0.06,0.38,2,1,8.14,0.49
2000,297,73,65,a,a,female,gray,11,6,3,3,6,3,3,1,3,8.12,99,0.06,0.38,2,1,8.42,0.47
2000,317,90,345,b,b,female,gray,12,,,,7,2,4,9,3,8.12,99,0.06,0.38,0,0,9.83,0.38
2000,320,93,151,a,a,female,brown,12,12,3,3,12,3,3,-10,4,8.12,99,0.06,0.38,1.75,4,6.09,0.57
2000,323,97,109,a,a,female,gray,8,7,2,4,7,2,4,12,3,8.12,99,0.06,0.38,0,0,10.28,0.32
2000,332,115,266,a,a,male,gray,10,6,3,3,6,3,3,-3,3,8.12,99,0.06,0.38,2,1,7.66,0.5
2000,333,107,319,a,a,female,gray,10,6,3,3,6,3,3,-3,1,8.12,99,0.06,0.38,2,1,7.66,0.5
2000,338,97,109,a,a,male,gray,9,6,3,3,6,3,3,12,3,8.12,99,0.06,0.38,0,0,10.28,0.32
2000,344,115,266,a,a,female,brown,9,13,4,4,12,3,3,-3,3,8.12,99,0.06,0.38,2,1,7.66,0.5
2000,348,121,84,a,a,female,gray,8,6,3,3,6,3,3,8,3,8.12,99,0.06,0.38,0,0,9.71,0.39
2000,353,121,84,a,a,male,gray,7,6,3,3,6,3,3,8,3,8.12,99,0.06,0.38,0,0,9.71,0.39
2000,355,186,301,a,a,male,gray,7,6,3,3,6,3,3,-2,2,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,356,124,51,a,a,female,gray,7,7,2,4,7,2,4,17,2,8.12,99,0.06,0.38,0,0,11.16,0.28
2000,376,140,222,b,b,female,gray,9,,,,6,3,3,27,2,8.12,99,0.06,0.38,0,0,11.68,0.29
2000,404,166,239,a,a,female,gray,5,7,2,4,7,2,4,4,3,8.12,99,0.06,0.38,0,0,9.06,0.47
2000,408,169,126,a,a,female,gray,3,6,3,3,7,2,4,-3,2,8.12,99,0.06,0.38,2,1,7.66,0.5
2000,409,170,187,a,a,female,gray,3,8,1,5,8,1,5,-2,3,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,410,169,126,a,a,male,brown,4,13,4,4,13,4,4,-3,2,8.12,99,0.06,0.38,2,1,7.66,0.5
2000,413,170,187,a,a,male,gray,3,6,3,3,6,3,3,-2,3,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,415,124,51,a,a,male,gray,2,7,2,4,7,2,4,17,2,8.12,99,0.06,0.38,0,0,11.16,0.28
2000,429,179,276,a,a,female,gray,7,7,2,4,6,3,3,-10,4,8.12,99,0.06,0.38,1.75,4,6.09,0.57
2000,440,186,301,a,a,female,brown,7,12,3,3,11,2,2,-2,2,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,446,225,121,b,b,male,brown,5,,,,13,4,4,0,2,8.12,99,0.06,0.38,2,1,8.27,0.47
2000,447,107,319,a,a,male,gray,6,6,3,3,6,3,3,-3,1,8.12,99,0.06,0.38,2,1,7.66,0.5
2000,448,93,151,a,a,male,brown,6,12,3,3,12,3,3,-10,4,8.12,99,0.06,0.38,1.75,4,6.09,0.57
2000,450,207,180,a,a,male,gray,6,6,3,3,6,3,3,0,2,8.12,99,0.06,0.38,2,1,8.27,0.47
2000,451,198,62,a,a,female,gray,4,6,3,3,6,3,3,2,2,8.12,99,0.06,0.38,2,1,8.61,0.46
2000,452,199,35,b,b,female,brown,4,10,1,1,10,1,1,9,,8.12,99,0.06,0.38,0,0,9.83,0.38
2000,454,201,74,a,a,female,gray,6,7,2,4,7,2,4,-2,2,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,455,205,8,a,a,female,gray,4,8,1,5,8,1,5,5,2,8.12,99,0.06,0.38,0,0,9.22,0.45
2000,456,201,74,a,a,male,brown,3,12,3,3,11,2,2,-2,2,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,459,207,180,a,a,female,gray,4,7,2,4,7,2,4,0,2,8.12,99,0.06,0.38,2,1,8.27,0.47
2000,462,210,124,a,a,female,brown,4,12,3,3,10,1,1,-2,2,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,465,198,62,a,a,male,gray,2,7,2,4,7,2,4,2,2,8.12,99,0.06,0.38,2,1,8.61,0.46
2000,473,47,213,a,a,male,gray,6,6,3,3,6,3,3,-1,1,8.12,99,0.06,0.38,2,1,8.14,0.49
2000,475,225,121,b,b,female,gray,7,,,,7,2,4,0,2,8.12,99,0.06,0.38,2,1,8.27,0.47
2000,478,205,8,a,a,male,gray,3,8,1,5,8,1,5,5,2,8.12,99,0.06,0.38,0,0,9.22,0.45
2000,479,251,199,b,b,male,gray,3,6,3,3,6,3,3,-10,,8.12,99,0.06,0.38,1.75,4,6.09,0.57
2000,480,709,211,a,a,male,brown,4,13,4,4,13,4,4,-7,3,8.12,99,0.06,0.38,2,1,6.7,0.55
2000,482,199,35,b,b,male,brown,3,10,1,1,10,1,1,9,,8.12,99,0.06,0.38,0,0,9.83,0.38
2000,494,210,124,a,a,male,brown,4,13,4,4,13,4,4,-2,2,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,496,239,256,b,b,female,brown,5,14,5,5,13,4,4,-1,4,8.12,99,0.06,0.38,2,1,8.14,0.49
2000,497,239,256,b,b,male,brown,5,,,,11,2,2,-1,4,8.12,99,0.06,0.38,2,1,8.14,0.49
2000,503,264,103,b,b,male,brown,3,13,4,4,13,4,4,-4,3,8.12,99,0.06,0.38,2,1,7.4,0.51
2000,504,262,209,b,b,male,brown,3,12,3,3,11,2,2,-4,3,8.12,99,0.06,0.38,2,1,7.4,0.51
2000,508,251,199,b,b,female,gray,3,5,4,2,5,4,2,-10,,8.12,99,0.06,0.38,1.75,4,6.09,0.57
2000,519,261,165,b,b,female,gray,3,6,3,3,6,3,3,-2,2,8.12,99,0.06,0.38,2,1,7.92,0.51
2000,520,262,209,b,b,female,gray,3,4,5,1,4,5,1,-4,3,8.12,99,0.06,0.38,2,1,7.4,0.51
2000,521,263,285,b,b,female,gray,3,4,5,1,4,5,1,,,8.12,99,0.06,0.38,0,0,,
2000,522,264,103,b,b,female,gray,3,5,4,2,5,4,2,-4,3,8.12,99,0.06,0.38,2,1,7.4,0.51
2000,523,263,285,b,b,male,gray,3,6,3,3,6,3,3,,,8.12,99,0.06,0.38,0,0,,
2000,524,90,345,b,b,male,gray,2,5,4,2,5,4,2,9,3,8.12,99,0.06,0.38,0,0,9.83,0.38
2000,527,267,188,a,a,female,gray,3,7,2,4,6,3,3,2,2,8.12,99,0.06,0.38,2,1,8.61,0.46
2000,528,194,81,a,a,male,gray,2,9,2,6,8,1,5,1,2,8.12,99,0.06,0.38,2,1,8.42,0.47
2000,529,267,188,a,a,male,gray,3,7,2,4,7,2,4,2,2,8.12,99,0.06,0.38,2,1,8.61,0.46
2001,214,73,65,a,a,male,gray,14,7,2,4,7,2,4,7,3,11.56,102,-0.18,0.29,4.25,4,8.32,0.44
2001,255,47,213,a,a,female,gray,14,6,3,3,6,3,3,-5,3,11.56,102,-0.18,0.29,6.91,11,6.82,0.38
2001,297,73,65,a,a,female,gray,12,7,2,4,6,3,3,7,3,11.56,102,-0.18,0.29,4.25,4,8.32,0.44
2001,307,296,317,b,b,male,gray,,,,,7,2,4,20,3,11.56,102,-0.18,0.29,1,1,10.29,0.26
2001,320,93,159,a,a,female,brown,13,12,3,3,12,3,3,-1,4,11.56,102,-0.18,0.29,4.57,7,7.58,0.53
2001,322,161,312,b,b,male,brown,10,,,,12,3,3,8,3,11.56,102,-0.18,0.29,4.25,4,8.46,0.43
2001,323,97,147,a,a,female,gray,9,6,3,3,7,2,4,9,4,11.56,102,-0.18,0.29,4.25,4,8.56,0.43
2001,333,107,319,a,a,female,gray,11,6,3,3,6,3,3,5,4,11.56,102,-0.18,0.29,4.25,4,8.11,0.46
2001,338,97,147,a,a,male,gray,10,7,2,4,6,3,3,9,4,11.56,102,-0.18,0.29,4.25,4,8.56,0.43
2001,348,121,84,a,a,female,gray,9,6,3,3,6,3,3,4,3,11.56,102,-0.18,0.29,4.25,4,8.06,0.46
2001,353,121,84,a,a,male,gray,8,6,3,3,6,3,3,4,3,11.56,102,-0.18,0.29,4.25,4,8.06,0.46
2001,376,139,222,b,b,female,gray,3,,,,6,3,3,2,4,11.56,102,-0.18,0.29,4.25,4,7.94,0.47
2001,395,159,37,b,b,female,brown,9,,,,13,4,4,3,3,11.56,102,-0.18,0.29,4.25,4,7.98,0.47
2001,397,161,312,b,b,female,gray,10,,,,6,3,3,8,3,11.56,102,-0.18,0.29,4.25,4,8.46,0.43
2001,404,167,239,a,a,female,gray,6,7,2,4,7,2,4,0,2,11.56,102,-0.18,0.29,3.67,6,7.68,0.51
2001,408,169,126,a,a,female,gray,4,7,2,4,7,2,4,-4,4,11.56,102,-0.18,0.29,6.5,10,7.05,0.42
2001,409,170,187,a,a,female,gray,4,7,2,4,8,1,5,-3,4,11.56,102,-0.18,0.29,6,9,7.31,0.5
2001,410,169,126,a,a,male,brown,5,13,4,4,13,4,4,-4,4,11.56,102,-0.18,0.29,6.5,10,7.05,0.42
2001,413,170,187,a,a,male,gray,4,6,3,3,6,3,3,-3,4,11.56,102,-0.18,0.29,6,9,7.31,0.5
2001,414,171,280,a,a,female,brown,3,13,4,4,13,4,4,-1,3,11.56,102,-0.18,0.29,4.57,7,7.58,0.53
2001,417,159,37,b,b,male,gray,9,,,,7,2,4,3,3,11.56,102,-0.18,0.29,4.25,4,7.98,0.47
2001,429,177,290,a,a,female,gray,8,6,3,3,6,3,3,-19,5,11.56,102,-0.18,0.29,10.24,25,3.33,0.55
2001,436,247,328,b,b,male,gray,7,,,,4,5,1,6,4,11.56,102,-0.18,0.29,4.25,4,8.22,0.45
2001,447,107,319,a,a,male,gray,7,6,3,3,6,3,3,5,4,11.56,102,-0.18,0.29,4.25,4,8.11,0.46
2001,448,93,159,a,a,male,brown,7,12,3,3,12,3,3,-1,4,11.56,102,-0.18,0.29,4.57,7,7.58,0.53
2001,450,207,146,a,a,male,gray,7,6,3,3,6,3,3,7,3,11.56,102,-0.18,0.29,4.25,4,8.32,0.44
2001,451,196,62,a,a,female,gray,5,6,3,3,6,3,3,0,2,11.56,102,-0.18,0.29,3.67,6,7.68,0.51
2001,453,196,62,a,a,male,brown,3,13,4,4,13,4,4,0,2,11.56,102,-0.18,0.29,3.67,6,7.68,0.51
2001,454,201,74,a,a,female,gray,7,7,2,4,7,2,4,2,4,11.56,102,-0.18,0.29,4.25,4,7.94,0.47
2001,456,201,74,a,a,male,brown,4,11,2,2,11,2,2,2,4,11.56,102,-0.18,0.29,4.25,4,7.94,0.47
2001,457,206,35,b,b,female,gray,4,5,4,2,5,4,2,13,3,11.56,102,-0.18,0.29,4.25,4,9.19,0.4
2001,459,207,146,a,a,female,gray,5,7,2,4,7,2,4,7,3,11.56,102,-0.18,0.29,4.25,4,8.32,0.44
2001,460,209,221,a,a,female,brown,4,12,3,3,12,3,3,5,3,11.56,102,-0.18,0.29,4.25,4,8.11,0.46
2001,462,210,134,a,a,female,brown,5,10,1,1,10,1,1,0,3,11.56,102,-0.18,0.29,3.67,6,7.68,0.51
2001,464,212,182,a,a,female,gray,3,6,3,3,6,3,3,26,2,11.56,102,-0.18,0.29,0,0,10.94,0.24
2001,469,220,278,a,a,female,gray,4,7,2,4,7,2,4,0,3,11.56,102,-0.18,0.29,3.67,6,7.68,0.51
2001,473,47,213,a,a,male,gray,7,6,3,3,6,3,3,-5,3,11.56,102,-0.18,0.29,6.91,11,6.82,0.38
2001,477,139,222,b,b,male,brown,5,,,,13,4,4,2,4,11.56,102,-0.18,0.29,4.25,4,7.94,0.47
2001,480,270,231,a,a,male,brown,5,13,4,4,13,4,4,2,4,11.56,102,-0.18,0.29,4.25,4,7.94,0.47
2001,482,206,35,b,b,male,brown,4,,,,10,1,1,13,3,11.56,102,-0.18,0.29,4.25,4,9.19,0.4
2001,494,210,134,a,a,male,brown,5,13,4,4,13,4,4,0,3,11.56,102,-0.18,0.29,3.67,6,7.68,0.51
2001,496,239,256,b,b,female,brown,6,,,,13,4,4,9,4,11.56,102,-0.18,0.29,4.25,4,8.56,0.43
2001,497,239,256,b,b,male,brown,6,,,,11,2,2,9,4,11.56,102,-0.18,0.29,4.25,4,8.56,0.43
2001,503,264,118,b,b,male,brown,4,,,,13,4,4,3,,11.56,102,-0.18,0.29,4.25,4,7.98,0.47
2001,505,247,328,b,b,female,gray,4,,,,8,1,5,6,4,11.56,102,-0.18,0.29,4.25,4,8.22,0.45
2001,511,209,221,a,a,male,gray,2,8,1,5,8,1,5,5,3,11.56,102,-0.18,0.29,4.25,4,8.11,0.46
2001,522,264,118,b,b,female,gray,4,,,,5,4,2,3,,11.56,102,-0.18,0.29,4.25,4,7.98,0.47
2001,527,267,174,a,a,female,gray,4,6,3,3,6,3,3,5,2,11.56,102,-0.18,0.29,4.25,4,8.11,0.46
2001,528,194,73,a,a,male,gray,3,8,1,5,8,1,5,22,2,11.56,102,-0.18,0.29,0,0,10.69,0.22
2001,529,267,174,a,a,male,gray,4,7,2,4,7,2,4,5,2,11.56,102,-0.18,0.29,4.25,4,8.11,0.46
2001,531,269,148,a,a,female,brown,2,10,1,1,10,1,1,-47,2,11.56,102,-0.18,0.29,14.78,49,-3.06,0.4
2001,532,177,290,a,a,male,brown,2,12,3,3,12,3,3,-19,5,11.56,102,-0.18,0.29,10.24,25,3.33,0.55
2001,535,167,239,a,a,male,brown,2,12,3,3,11,2,2,0,2,11.56,102,-0.18,0.29,3.67,6,7.68,0.51
2001,536,220,278,a,a,male,gray,3,7,2,4,7,2,4,0,3,11.56,102,-0.18,0.29,3.67,6,7.68,0.51
2001,537,171,280,a,a,male,gray,3,6,3,3,6,3,3,-1,3,11.56,102,-0.18,0.29,4.57,7,7.58,0.53
2001,538,270,231,a,a,female,brown,3,12,3,3,12,3,3,2,4,11.56,102,-0.18,0.29,4.25,4,7.94,0.47
2001,539,272,97,a,a,female,gray,3,6,3,3,6,3,3,5,0,11.56,102,-0.18,0.29,4.25,4,8.11,0.46
2001,540,272,97,a,a,male,gray,3,6,3,3,6,3,3,5,0,11.56,102,-0.18,0.29,4.25,4,8.11,0.46
2001,542,273,261,a,a,female,gray,2,7,2,4,7,2,4,22,0,11.56,102,-0.18,0.29,0,0,10.69,0.22
2001,543,273,261,a,a,male,gray,2,7,2,4,7,2,4,22,0,11.56,102,-0.18,0.29,0,0,10.69,0.22
2001,550,212,182,a,a,male,brown,2,13,4,4,12,3,3,26,2,11.56,102,-0.18,0.29,0,0,10.94,0.24
2001,575,292,251,b,b,female,gray,3,5,4,2,5,4,2,-9,4,11.56,102,-0.18,0.29,8.27,15,5.82,0.45
2001,576,293,262,b,b,female,brown,3,10,1,1,10,1,1,19,2,11.56,102,-0.18,0.29,1,1,10.12,0.26
2001,577,293,262,b,b,male,gray,3,5,4,2,5,4,2,19,2,11.56,102,-0.18,0.29,1,1,10.12,0.26
2001,578,294,108,b,b,female,gray,3,7,2,4,7,2,4,13,2,11.56,102,-0.18,0.29,4.25,4,9.19,0.4
2001,580,296,317,b,b,female,gray,3,5,4,2,5,4,2,20,3,11.56,102,-0.18,0.29,1,1,10.29,0.26
2002,14,315,166,b,b,male,gray,2,8,1,5,8,1,5,10,1,6.99,111,-0.97,0.3,0,0,10.85,0.37
2002,15,584,218,a,a,female,brown,2,13,4,4,12,3,3,-2,3,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,114,232,129,b,b,male,gray,6,5,4,2,4,5,1,1,,6.99,111,-0.97,0.3,3,2,8.52,0.53
2002,214,73,100,a,a,male,gray,15,7,2,4,7,2,4,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
2002,232,229,42,b,b,male,gray,8,6,3,3,6,3,3,0,3,6.99,111,-0.97,0.3,3,2,8.35,0.54
2002,297,73,100,a,a,female,gray,13,7,2,4,6,3,3,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
2002,320,93,173,a,a,female,brown,14,12,3,3,12,3,3,-11,4,6.99,111,-0.97,0.3,3,2,6.89,0.6
2002,323,98,147,a,a,female,gray,10,7,2,4,7,2,4,-2,3,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,333,107,320,a,a,female,gray,12,6,3,3,6,3,3,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
2002,335,162,270,a,a,male,gray,12,6,3,3,6,3,3,-7,4,6.99,111,-0.97,0.3,3,2,7.35,0.55
2002,344,117,266,a,a,female,brown,11,13,4,4,12,3,3,-11,5,6.99,111,-0.97,0.3,3,2,6.89,0.6
2002,348,121,90,a,a,female,gray,10,6,3,3,6,3,3,-4,5,6.99,111,-0.97,0.3,3,2,8,0.56
2002,353,121,90,a,a,male,gray,9,6,3,3,6,3,3,-4,5,6.99,111,-0.97,0.3,3,2,8,0.56
2002,355,281,273,a,a,male,gray,9,6,3,3,6,3,3,-15,3,6.99,111,-0.97,0.3,2,5,5.99,0.63
2002,392,242,21,b,b,male,brown,12,,,,13,4,4,-5,3,6.99,111,-0.97,0.3,3,2,7.77,0.57
2002,395,160,37,b,b,female,brown,10,,,,13,4,4,-6,3,6.99,111,-0.97,0.3,3,2,7.51,0.53
2002,398,162,270,a,a,female,brown,10,13,4,4,13,4,4,-7,4,6.99,111,-0.97,0.3,3,2,7.35,0.55
2002,409,170,187,a,a,female,gray,5,8,1,5,8,1,5,-5,4,6.99,111,-0.97,0.3,3,2,7.77,0.57
2002,413,170,187,a,a,male,gray,5,6,3,3,6,3,3,-5,4,6.99,111,-0.97,0.3,3,2,7.77,0.57
2002,414,171,259,a,a,female,brown,4,13,4,4,13,4,4,-8,4,6.99,111,-0.97,0.3,3,2,7.24,0.56
2002,429,178,267,a,a,female,gray,9,6,3,3,6,3,3,-4,3,6.99,111,-0.97,0.3,3,2,8,0.56
2002,446,225,121,b,b,male,brown,7,,,,13,4,4,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
2002,447,107,320,a,a,male,gray,8,6,3,3,6,3,3,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
2002,448,93,173,a,a,male,brown,8,12,3,3,12,3,3,-11,4,6.99,111,-0.97,0.3,3,2,6.89,0.6
2002,454,202,74,a,a,female,gray,8,7,2,4,7,2,4,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
2002,458,265,298,b,b,male,gray,5,4,5,1,4,5,1,-2,3,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,464,212,182,a,a,female,gray,4,6,3,3,6,3,3,-7,4,6.99,111,-0.97,0.3,3,2,7.35,0.55
2002,469,221,288,a,a,female,gray,5,6,3,3,7,2,4,-3,4,6.99,111,-0.97,0.3,3,2,8.19,0.56
2002,475,225,121,b,b,female,gray,9,,,,7,2,4,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
2002,480,285,211,a,a,male,brown,6,13,4,4,13,4,4,-9,3,6.99,111,-0.97,0.3,3,2,7.15,0.58
2002,483,234,15,b,b,male,brown,3,10,1,1,10,1,1,-11,,6.99,111,-0.97,0.3,3,2,6.89,0.6
2002,484,228,5,b,b,female,gray,3,5,4,2,5,4,2,-13,5,6.99,111,-0.97,0.3,2.33,3,6.48,0.6
2002,485,228,5,b,b,male,gray,3,4,5,1,4,5,1,-13,5,6.99,111,-0.97,0.3,2.33,3,6.48,0.6
2002,486,229,42,b,b,female,gray,3,7,2,4,7,2,4,0,3,6.99,111,-0.97,0.3,3,2,8.35,0.54
2002,487,231,26,b,b,female,brown,3,12,3,3,12,3,3,-6,3,6.99,111,-0.97,0.3,3,2,7.51,0.53
2002,488,231,26,b,b,male,gray,2,8,1,5,8,1,5,-6,3,6.99,111,-0.97,0.3,3,2,7.51,0.53
2002,489,232,129,b,b,female,gray,3,7,2,4,7,2,4,1,,6.99,111,-0.97,0.3,3,2,8.52,0.53
2002,491,234,15,b,b,female,brown,6,12,3,3,12,3,3,-11,,6.99,111,-0.97,0.3,3,2,6.89,0.6
2002,496,239,256,b,b,female,brown,7,,,,13,4,4,-4,4,6.99,111,-0.97,0.3,3,2,8,0.56
2002,497,239,256,b,b,male,brown,7,,,,11,2,2,-4,4,6.99,111,-0.97,0.3,3,2,8,0.56
2002,500,242,21,b,b,female,brown,6,,,,10,1,1,-5,3,6.99,111,-0.97,0.3,3,2,7.77,0.57
2002,501,244,323,a,a,female,brown,4,12,3,3,12,3,3,5,2,6.99,111,-0.97,0.3,2,1,9.46,0.46
2002,503,307,103,b,b,male,brown,5,,,,13,4,4,-2,2,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,505,248,329,b,b,female,gray,5,,,,8,1,5,-2,4,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,525,265,298,b,b,female,gray,3,4,5,1,4,5,1,-2,3,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,526,266,75,b,b,female,brown,3,11,2,2,11,2,2,-4,3,6.99,111,-0.97,0.3,3,2,8,0.56
2002,530,268,161,a,a,female,brown,3,12,3,3,10,1,1,-11,4,6.99,111,-0.97,0.3,3,2,6.89,0.6
2002,533,248,329,b,b,male,gray,2,6,3,3,6,3,3,-2,4,6.99,111,-0.97,0.3,3,2,8.24,0.55
2002,537,171,259,a,a,male,gray,4,6,3,3,6,3,3,-8,4,6.99,111,-0.97,0.3,3,2,7.24,0.56
2002,539,272,136,a,a,female,gray,4,6,3,3,6,3,3,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
2002,540,272,136,a,a,male,gray,4,7,2,4,6,3,3,-10,4,6.99,111,-0.97,0.3,3,2,7.04,0.59
